,SCHOOL_NUMBER,SCHOOL_YEAR,DATA_LEVEL,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NAME,FACILITY_TYPE,SUBJECT_CATEGORY,EXAM_SUBJECT,COURSE_CODE,GRADE,SUB_POPULATION,REQUIRED_OR_OPTIONAL,MARK_TYPE,NUMBER_OF_MARKS,AVERAGE_PERCENT,SUM_OF_MARKS,NUMBER_OF_C_MINUS_OR_BETTER,PERCENT_OF_C_MINUS_OR_BETTER,NUMBER_OF_A,PERCENT_OF_A,NUMBER_OF_B,PERCENT_OF_B,NUMBER_OF_C_PLUS,PERCENT_OF_C_PLUS,NUMBER_OF_C,PERCENT_OF_C,NUMBER_OF_C_MINUS,PERCENT_OF_C_MINUS,NUMBER_OF_F,PERCENT_OF_F,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,type_BC Public School,geometry,combined_25_5,combined_50_10,combined_5_1,combined_10_2,combined_<5_1,prop_high_speed,CENSUS_ID,MEDIAN_INCOME,LOG_MEDIAN_INCOME
53,3496425.0,2018/2019,School Level,,DASMESH PUNJABI EDUCATIONAL ASSOCIATION (IATHNBR:212),Dasmesh Punjabi School,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,30,75.6,2268,30,100,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.11038921,-122.2929778,0,POINT (-122.2929778 49.11038921),0.16819571865443425,0.8042813455657493,0.0,0.0,0.0,0.9724770642201835,5909052,72511,11.191493553471755
54,3496595.0,2018/2019,School Level,,CATHOLIC INDEPENDENT SCHOOLS OF VANCOUVER ARCHDIOCESE (IATHNBR:117),St John Brebeuf,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,57,72,4106,54,95,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.05180339,-122.3622852,0,POINT (-122.3622852 49.05180339),0.0021008403361344537,0.9978991596638656,0.0,0.0,0.0,1.0,5909052,72511,11.191493553471755
55,3499101.0,2018/2019,School Level,34.0,Abbotsford,Abbotsford Virtual School,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,26,67.9,1765,24,92,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.05123554,-122.2834939,1,POINT (-122.2834939 49.05123554),0.0,1.0,0.0,0.0,0.0,1.0,5909052,72511,11.191493553471755
56,3535010.0,2018/2019,School Level,35.0,Langley,U-Connect,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,12,69.8,837,12,100,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.08911183,-122.6643191,1,POINT (-122.6643191 49.08911183),0.0,0.9980106100795756,0.0,0.0,0.001326259946949602,0.9980106100795756,5915002,59452,10.992924543268785
57,3535019.0,2018/2019,School Level,35.0,Langley,Langley Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,157,68.7,10786,146,93,Msk,Msk,Msk,Msk,40,25,Msk,Msk,17,11,Msk,Msk,49.10523838,-122.6308214,1,POINT (-122.6308214 49.10523838),0.0,1.0,0.0,0.0,0.0,1.0,5915001,90594,11.414143264672525
58,3535020.0,2018/2019,School Level,35.0,Langley,Aldergrove Community Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,90,65.9,5931,87,97,Msk,Msk,14,16,27,30,31,34,Msk,Msk,Msk,Msk,49.05454782,-122.4805906,1,POINT (-122.4805906 49.05454782),0.002061855670103093,0.9972508591065292,0.0,0.0,0.0006872852233676976,0.9993127147766323,5915001,90594,11.414143264672525
59,3535029.0,2018/2019,School Level,35.0,Langley,Langley Fine Arts School,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,64,73.6,4711,61,95,Msk,Msk,28,44,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.16827432,-122.5875755,1,POINT (-122.5875755 49.16827432),0.0,0.9790209790209791,0.01048951048951049,0.0,0.0017482517482517483,0.9790209790209791,5915001,90594,11.414143264672525
60,3535034.0,2018/2019,School Level,35.0,Langley,D W Poppy Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,132,71.2,9399,131,99,Msk,Msk,46,35,37,28,29,22,10,8,Msk,Msk,49.09609577,-122.5658698,1,POINT (-122.5658698 49.09609577),0.0,1.0,0.0,0.0,0.0,1.0,5915001,90594,11.414143264672525
61,3535036.0,2018/2019,School Level,35.0,Langley,Brookswood Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,150,70.7,10611,149,99,Msk,Msk,46,31,45,30,36,24,Msk,Msk,Msk,Msk,49.06985045,-122.6443605,1,POINT (-122.6443605 49.06985045),0.0,0.9962264150943396,0.0,0.0,0.002830188679245283,0.9962264150943396,5915001,90594,11.414143264672525
62,3535041.0,2018/2019,School Level,35.0,Langley,R E Mountain Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,218,70.3,15325,209,96,Msk,Msk,Msk,Msk,62,28,Msk,Msk,33,15,Msk,Msk,49.14397848,-122.6624237,1,POINT (-122.6624237 49.14397848),0.0007072135785007072,0.9992927864214993,0.0,0.0,0.0,1.0,5915001,90594,11.414143264672525
63,3535050.0,2018/2019,School Level,35.0,Langley,Walnut Grove Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,320,74.2,23758,315,98,58,18,114,36,74,23,51,16,Msk,Msk,Msk,Msk,49.16558914,-122.6410994,1,POINT (-122.6410994 49.16558914),0.000997506234413965,0.9965087281795512,0.0004987531172069825,0.0,0.00199501246882793,0.9975062344139651,5915001,90594,11.414143264672525
64,3535056.0,2018/2019,School Level,35.0,Langley,Langley Fundamental Middle/Secondary Sch,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,83,76.1,6313,83,100,Msk,Msk,36,43,25,30,Msk,Msk,Msk,Msk,Msk,Msk,49.0779818,-122.6348359,1,POINT (-122.6348359 49.0779818),0.0,1.0,0.0,0.0,0.0,1.0,5915001,90594,11.414143264672525
65,3596061.0,2018/2019,School Level,,SEVENTH-DAY ADVENTIST CHURCH - BRITISH COLUMBIA CONFERENCE (IATHNBR:109),Fraser Valley Adventist Academy,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,13,72.2,939,13,100,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.0888242,-122.5028148,0,POINT (-122.5028148 49.0888242),0.03275529865125241,0.9595375722543352,0.007707129094412331,0.0,0.0,0.9922928709055876,5915001,90594,11.414143264672525
66,3596289.0,2018/2019,School Level,,CANADIAN REFORMED SCHOOL ASSOCIATION OF LANGLEY (IATHNBR:416),Credo Christian Schools,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,54,68.5,3699,52,96,Msk,Msk,Msk,Msk,Msk,Msk,15,28,Msk,Msk,Msk,Msk,49.0957102,-122.6171619,0,POINT (-122.6171619 49.0957102),0.0,1.0,0.0,0.0,0.0,1.0,5915001,90594,11.414143264672525
67,3596311.0,2018/2019,School Level,,LANGLEY CHRISTIAN SCHOOL SOCIETY (IATHNBR:141),Langley Christian,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,72,71.1,5119,71,99,Msk,Msk,Msk,Msk,Msk,Msk,15,21,Msk,Msk,Msk,Msk,49.08856625,-122.5893988,0,POINT (-122.5893988 49.08856625),0.0,1.0,0.0,0.0,0.0,1.0,5915001,90594,11.414143264672525
68,3599092.0,2018/2019,School Level,35.0,Langley,Vanguard,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,13,57.9,753,11,85,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.07073112,-122.5486385,1,POINT (-122.5486385 49.07073112),0.0,1.0,0.0,0.0,0.0,1.0,5915001,90594,11.414143264672525
69,3636000.0,2018/2019,School Level,36.0,Surrey,Continuing Ed SD 36,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,188,59.3,11157,150,80,Msk,Msk,Msk,Msk,37,20,49,26,Msk,Msk,Msk,Msk,49.17060124,-122.8339033,1,POINT (-122.8339033 49.17060124),0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
70,3636022.0,2018/2019,School Level,36.0,Surrey,Queen Elizabeth Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,224,67.3,15086,203,91,Msk,Msk,51,23,40,18,62,28,Msk,Msk,21,9,49.17462301,-122.8473212,1,POINT (-122.8473212 49.17462301),0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
71,3636028.0,2018/2019,School Level,36.0,Surrey,North Surrey Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,230,69.4,15958,218,95,Msk,Msk,68,30,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.1783541,-122.7804005,1,POINT (-122.7804005 49.1783541),0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
72,3636041.0,2018/2019,School Level,36.0,Surrey,Lord Tweedsmuir Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,350,70.3,24617,340,97,Msk,Msk,123,35,90,26,65,19,36,10,Msk,Msk,49.11497906,-122.7245186,1,POINT (-122.7245186 49.11497906),0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
73,3636045.0,2018/2019,School Level,36.0,Surrey,Johnston Heights Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,263,71.6,18819,251,95,28,11,94,36,76,29,39,15,Msk,Msk,Msk,Msk,49.18201273,-122.7972696,1,POINT (-122.7972696 49.18201273),0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
74,3636047.0,2018/2019,School Level,36.0,Surrey,Guildford Park Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,173,67.3,11637,160,92,Msk,Msk,50,29,Msk,Msk,41,24,26,15,13,8,49.19721724,-122.8186065,1,POINT (-122.8186065 49.19721724),0.0,0.9929015084294588,0.00709849157054126,0.0,0.0,0.9929015084294588,5915004,77494,11.257955792989566
75,3636049.0,2018/2019,School Level,36.0,Surrey,Semiahmoo Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,322,74.7,24041,310,96,64,20,Msk,Msk,66,20,45,14,Msk,Msk,Msk,Msk,49.0351116,-122.8129712,1,POINT (-122.8129712 49.0351116),0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
76,3636079.0,2018/2019,School Level,36.0,Surrey,L A Matheson Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,173,64.5,11154,153,88,Msk,Msk,40,23,Msk,Msk,35,20,33,19,20,12,49.17536488,-122.8834549,1,POINT (-122.8834549 49.17536488),0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
77,3636105.0,2018/2019,School Level,36.0,Surrey,Earl Marriott Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,265,70.5,18679,255,96,20,8,83,31,81,31,48,18,23,9,10,4,49.03164575,-122.7854438,1,POINT (-122.7854438 49.03164575),0.0006064281382656155,0.9872650090964221,0.01212856276531231,0.0,0.0,0.9878714372346877,5915004,77494,11.257955792989566
78,3636106.0,2018/2019,School Level,36.0,Surrey,Frank Hurt Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,178,68.1,12118,166,93,Msk,Msk,47,26,Msk,Msk,39,22,Msk,Msk,Msk,Msk,49.14230928,-122.8359391,1,POINT (-122.8359391 49.14230928),0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
79,3636114.0,2018/2019,School Level,36.0,Surrey,Enver Creek Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,250,68.1,17027,232,93,Msk,Msk,70,28,Msk,Msk,57,23,Msk,Msk,Msk,Msk,49.1558268,-122.8202437,1,POINT (-122.8202437 49.1558268),0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
80,3636141.0,2018/2019,School Level,36.0,Surrey,Fraser Heights Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,234,74.7,17470,227,97,Msk,Msk,Msk,Msk,47,20,Msk,Msk,Msk,Msk,Msk,Msk,49.197924,-122.7769818,1,POINT (-122.7769818 49.197924),0.0,0.9989658738366081,0.0,0.0,0.0,0.9989658738366081,5915004,77494,11.257955792989566
81,3636150.0,2018/2019,School Level,36.0,Surrey,Tamanawis Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,272,67,18233,248,91,Msk,Msk,Msk,Msk,61,22,62,23,Msk,Msk,Msk,Msk,49.12210518,-122.8715022,1,POINT (-122.8715022 49.12210518),0.0,0.9991063449508489,0.0,0.0,0.0,0.9991063449508489,5915004,77494,11.257955792989566
82,3636156.0,2018/2019,School Level,36.0,Surrey,Elgin Park Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,221,72.3,15975,212,96,Msk,Msk,77,35,46,21,Msk,Msk,Msk,Msk,Msk,Msk,49.04485284,-122.8486418,1,POINT (-122.8486418 49.04485284),0.0,0.979632389468455,0.02036761053154496,0.0,0.0,0.979632389468455,5915004,77494,11.257955792989566
83,3636164.0,2018/2019,School Level,36.0,Surrey,Sullivan Heights Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,319,68.4,21823,295,92,Msk,Msk,99,31,81,25,67,21,32,10,Msk,Msk,49.11641756,-122.8217431,1,POINT (-122.8217431 49.11641756),0.0,0.9416873449131513,0.05459057071960298,0.0,0.0,0.9416873449131513,5915004,77494,11.257955792989566
84,3636167.0,2018/2019,School Level,36.0,Surrey,Fleetwood Park Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,259,71.1,18414,249,96,Msk,Msk,Msk,Msk,Msk,Msk,47,18,Msk,Msk,Msk,Msk,49.14779053,-122.7888756,1,POINT (-122.7888756 49.14779053),0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
85,3636175.0,2018/2019,School Level,36.0,Surrey,Clayton Heights Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,235,68.9,16200,219,93,Msk,Msk,70,30,66,28,37,16,Msk,Msk,16,7,49.12907463,-122.7032007,1,POINT (-122.7032007 49.12907463),0.0011325028312570782,0.9983012457531144,0.0,0.0,0.0005662514156285391,0.9994337485843715,5915004,77494,11.257955792989566
86,3636232.0,2018/2019,School Level,36.0,Surrey,Panorama Ridge Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,253,69.1,17493,235,93,Msk,Msk,77,30,Msk,Msk,Msk,Msk,Msk,Msk,18,7,49.11814368,-122.8551692,1,POINT (-122.8551692 49.11814368),0.0,0.996219281663516,0.0,0.0,0.0,0.996219281663516,5915004,77494,11.257955792989566
87,3636246.0,2018/2019,School Level,36.0,Surrey,Princess Margaret Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,234,65.8,15395,209,89,Msk,Msk,48,21,Msk,Msk,56,24,Msk,Msk,Msk,Msk,49.13179769,-122.8657613,1,POINT (-122.8657613 49.13179769),0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
88,3636248.0,2018/2019,School Level,36.0,Surrey,Kwantlen Park Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,219,67.4,14758,193,88,Msk,Msk,Msk,Msk,Msk,Msk,42,19,22,10,26,12,49.19251433,-122.8577438,1,POINT (-122.8577438 49.19251433),0.0,0.9965546942291128,0.0034453057708871662,0.0,0.0,0.9965546942291128,5915004,77494,11.257955792989566
89,3696048.0,2018/2019,School Level,,Diamond Schools Society (IATHNBR:701),Diamond School,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,20,74.4,1487,20,100,Msk,Msk,10,50,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.10353428,-122.7062216,0,POINT (-122.7062216 49.10353428),0.0,0.9975186104218362,0.0,0.0,0.0024813895781637717,0.9975186104218362,5915004,77494,11.257955792989566
90,3696166.0,2018/2019,School Level,,CATHOLIC INDEPENDENT SCHOOLS OF VANCOUVER ARCHDIOCESE (IATHNBR:117),Holy Cross Regional High School,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,161,69.6,11198,157,98,Msk,Msk,54,34,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.16397577,-122.7751833,0,POINT (-122.7751833 49.16397577),0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
91,3696266.0,2018/2019,School Level,,Surrey Christian School Society (IATHNBR:188),Surrey Christian,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,92,72.2,6639,88,96,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.16417683,-122.7726238,0,POINT (-122.7726238 49.16417683),0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
92,3696309.0,2018/2019,School Level,,WHITE ROCK CHRISTIAN ACADEMY SOCIETY (IATHNBR:233),White Rock Christian Academy,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,16,76.8,1229,16,100,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.04343116,-122.8019544,0,POINT (-122.8019544 49.04343116),0.0,0.9929639401934917,0.007036059806508356,0.0,0.0,0.9929639401934917,5915004,77494,11.257955792989566
93,3696394.0,2018/2019,School Level,,PACIFIC PENTECOSTAL EDUCATION AND COMMUNICATION SOCIETY (IATHNBR:191),Pacific Academy,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,99,78.7,7788,99,100,Msk,Msk,Msk,Msk,19,19,Msk,Msk,Msk,Msk,Msk,Msk,49.18886767,-122.7552654,0,POINT (-122.7552654 49.18886767),0.0,0.975609756097561,0.009146341463414634,0.0,0.004573170731707317,0.975609756097561,5915004,77494,11.257955792989566
94,3696476.0,2018/2019,School Level,,REGENT CHRISTIAN ACADEMY SOCIETY (IATHNBR:235),Regent Christian Academy,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,39,74.6,2909,38,97,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.12247027,-122.8041244,0,POINT (-122.8041244 49.12247027),0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
95,3696585.0,2018/2019,School Level,,SATNAM EDUCATION SOCIETY OF BC (IATHNBR:221),Khalsa Secondary School (Surrey),All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,59,67.1,3959,53,90,Msk,Msk,14,24,14,24,19,32,Msk,Msk,Msk,Msk,49.19428758,-122.8790186,0,POINT (-122.8790186 49.19428758),0.01358695652173913,0.9415760869565217,0.04483695652173913,0.0,0.0,0.9551630434782609,5915004,77494,11.257955792989566
96,3696610.0,2018/2019,School Level,,SOUTH SURREY INDEPENDENT SCHOOL SOCIETY (IATHNBR:397),Southridge School,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,66,85.5,5640,66,100,40,61,22,33,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.05064637,-122.7761638,0,POINT (-122.7761638 49.05064637),0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
97,3696720.0,2018/2019,School Level,,TRADITIONAL LEARNING SOCIETY OF BC (IATHNBR:349),Traditional Learning Academy Online,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,57,72.8,4152,57,100,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.12197068,-122.7327842,0,POINT (-122.7327842 49.12197068),0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
98,3696830.0,2018/2019,School Level,,iLearn BC School Society (IATHNBR:589),iLearn Secondary School Society,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,12,59.8,717,10,83,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.11584729,-122.8458236,0,POINT (-122.8458236 49.11584729),0.0,0.9801136363636364,0.004261363636363636,0.0,0.0,0.9801136363636364,5915004,77494,11.257955792989566
99,3699142.0,2018/2019,School Level,36.0,Surrey,Surrey Academy of Innovative Learning,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,37,63.9,2366,31,84,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.1702677,-122.8323789,1,POINT (-122.8323789 49.1702677),0.0,1.0,0.0,0.0,0.0,1.0,5915004,77494,11.257955792989566
100,3737003.0,2018/2019,School Level,37.0,Delta,Delta Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,167,68.7,11473,163,98,Msk,Msk,44,26,38,23,48,29,21,13,Msk,Msk,49.08615943,-123.0841377,1,POINT (-123.0841377 49.08615943),0.020624303232998884,0.9777034559643255,0.0,0.0,0.0,0.9983277591973244,5915011,92300,11.432799420490943
101,3737012.0,2018/2019,School Level,37.0,Delta,North Delta Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,162,67.8,10980,151,93,Msk,Msk,43,27,41,25,Msk,Msk,Msk,Msk,11,7,49.1531698,-122.9049721,1,POINT (-122.9049721 49.1531698),0.0,1.0,0.0,0.0,0.0,1.0,5915011,92300,11.432799420490943
102,3737021.0,2018/2019,School Level,37.0,Delta,Delview Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,80,69.5,5558,78,98,Msk,Msk,27,34,Msk,Msk,14,18,Msk,Msk,Msk,Msk,49.16909079,-122.9023101,1,POINT (-122.9023101 49.16909079),0.0,1.0,0.0,0.0,0.0,1.0,5915011,92300,11.432799420490943
103,3737034.0,2018/2019,School Level,37.0,Delta,Burnsview Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,113,70.7,7990,108,96,Msk,Msk,41,36,Msk,Msk,21,19,Msk,Msk,Msk,Msk,49.14179638,-122.9116716,1,POINT (-122.9116716 49.14179638),0.0,1.0,0.0,0.0,0.0,1.0,5915011,92300,11.432799420490943
104,3737037.0,2018/2019,School Level,37.0,Delta,South Delta Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,234,69,16155,222,95,Msk,Msk,70,30,67,29,56,24,16,7,Msk,Msk,49.01669018,-123.0758668,1,POINT (-123.0758668 49.01669018),0.0,0.9564541213063764,0.0,0.0,0.04354587869362364,0.9564541213063764,5915011,92300,11.432799420490943
105,3737038.0,2018/2019,School Level,37.0,Delta,Sands Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,118,68.8,8118,114,97,Msk,Msk,38,32,32,27,Msk,Msk,14,12,Msk,Msk,49.15166039,-122.922406,1,POINT (-122.922406 49.15166039),0.0,0.9798850574712644,0.020114942528735632,0.0,0.0,0.9798850574712644,5915011,92300,11.432799420490943
106,3737040.0,2018/2019,School Level,37.0,Delta,Seaquam Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,248,73,18111,239,96,Msk,Msk,71,29,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.12680593,-122.9022507,1,POINT (-122.9022507 49.12680593),0.0016515276630883566,0.9925681255161024,0.00495458298926507,0.0,0.0,0.9942196531791908,5915011,92300,11.432799420490943
107,3796694.0,2018/2019,School Level,,TSAWWASSEN INDEPENDENT SCHOOL SOCIETY (IATHNBR:487),Southpointe Academy,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,40,79.1,3164,40,100,Msk,Msk,16,40,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.03709554,-123.0680846,0,POINT (-123.0680846 49.03709554),0.04216867469879518,0.9578313253012049,0.0,0.0,0.0,1.0,5915011,92300,11.432799420490943
108,3838000.0,2018/2019,School Level,38.0,Richmond,Continuing Ed SD 38,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,30,59.6,1788,22,73,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.16305246,-123.139522,1,POINT (-123.139522 49.16305246),0.0,1.0,0.0,0.0,0.0,1.0,5915015,65241,11.085843384637098
109,3838024.0,2018/2019,School Level,38.0,Richmond,R C Palmer Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,83,76.6,6360,83,100,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.15408002,-123.1294812,1,POINT (-123.1294812 49.15408002),0.0,1.0,0.0,0.0,0.0,1.0,5915015,65241,11.085843384637098
110,3838031.0,2018/2019,School Level,38.0,Richmond,Hugh Boyd Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,102,69.1,7051,93,91,Msk,Msk,Msk,Msk,13,13,Msk,Msk,Msk,Msk,Msk,Msk,49.1457787,-123.1785363,1,POINT (-123.1785363 49.1457787),0.0,1.0,0.0,0.0,0.0,1.0,5915015,65241,11.085843384637098
